"OWNER","TABLE_NAME","COMMENTS","NUM_ROWS","COLUMN_NAME","COMMENTS","DATA_TYPE","DATA_LENGTH"
"HADOOP","PL_QQ_PERSONAL_20140518","QQ个人资料","966901126","UPDATE_TIME","更新时间","VARCHAR2","4000"
"HADOOP","PL_QQ_PERSONAL_20140518","QQ个人资料","966901126","GNRT_TIME","(未猜出来)","VARCHAR2","4000"
"HADOOP","PL_QQ_PERSONAL_20140518","QQ个人资料","966901126","TBL_SRC","来源","VARCHAR2","4000"
"HADOOP","PL_QQ_PERSONAL_20140518","QQ个人资料","966901126","INFO_SRC","数据来源","VARCHAR2","4000"
"HADOOP","PL_QQ_PERSONAL_20140518","QQ个人资料","966901126","CITY_NO","城市区号","VARCHAR2","4000"
"HADOOP","PL_QQ_PERSONAL_20140518","QQ个人资料","966901126","ADDED_INFO","添加信息","VARCHAR2","4000"
"HADOOP","PL_QQ_PERSONAL_20140518","QQ个人资料","966901126","CLIENT_TYPE","客户类型","VARCHAR2","4000"
"HADOOP","PL_QQ_PERSONAL_20140518","QQ个人资料","966901126","CONSTEL","星座","VARCHAR2","4000"
"HADOOP","PL_QQ_PERSONAL_20140518","QQ个人资料","966901126","MOBILE","手机号码","VARCHAR2","4000"
"HADOOP","PL_QQ_PERSONAL_20140518","QQ个人资料","966901126","EMAIL","电子邮箱","VARCHAR2","1000"
"HADOOP","PL_QQ_PERSONAL_20140518","QQ个人资料","966901126","HOMEPAGE","个人主页","VARCHAR2","4000"
"HADOOP","PL_QQ_PERSONAL_20140518","QQ个人资料","966901126","STAT","(未猜出来)","VARCHAR2","4000"
"HADOOP","PL_QQ_PERSONAL_20140518","QQ个人资料","966901126","COLLEGE","学院","VARCHAR2","4000"
"HADOOP","PL_QQ_PERSONAL_20140518","QQ个人资料","966901126","BLOOD","血型","VARCHAR2","4000"
"HADOOP","PL_QQ_PERSONAL_20140518","QQ个人资料","966901126","ALLOW","(未猜出来)","VARCHAR2","4000"
"HADOOP","PL_QQ_PERSONAL_20140518","QQ个人资料","966901126","UIUIN","(未猜出来)","VARCHAR2","4000"
"HADOOP","PL_QQ_PERSONAL_20140518","QQ个人资料","966901126","PHONE","电话","VARCHAR2","4000"
"HADOOP","PL_QQ_PERSONAL_20140518","QQ个人资料","966901126","OCCUPATION","职业","VARCHAR2","4000"
"HADOOP","PL_QQ_PERSONAL_20140518","QQ个人资料","966901126","FACE","政治面貌","VARCHAR2","4000"
"HADOOP","PL_QQ_PERSONAL_20140518","QQ个人资料","966901126","PROVINCE","省","VARCHAR2","4000"
"HADOOP","PL_QQ_PERSONAL_20140518","QQ个人资料","966901126","CITY","市","VARCHAR2","1000"
"HADOOP","PL_QQ_PERSONAL_20140518","QQ个人资料","966901126","COUNTRY","国籍","VARCHAR2","4000"
"HADOOP","PL_QQ_PERSONAL_20140518","QQ个人资料","966901126","PERSONAL","说说","VARCHAR2","4000"
"HADOOP","PL_QQ_PERSONAL_20140518","QQ个人资料","966901126","SHENGXIAO","生肖","VARCHAR2","4000"
"HADOOP","PL_QQ_PERSONAL_20140518","QQ个人资料","966901126","BIRTHDAY","出生日期","VARCHAR2","4000"
